Date,Close
2019-12-06,147.66
2019-12-09,146.21
2019-12-10,146.1
2019-12-11,147.59
2019-12-12,147.76
2019-12-13,146.38
2019-12-16,148.46
2019-12-17,147.73
2019-12-18,146.26
2019-12-19,146.15
